Public Food Key,Classification,Food Name,"Energy, with dietary fibre","Energy, without dietary fibre",Moisture (water),Protein,Nitrogen,Total fat,Ash,Total dietary fibre,Alcohol,Fructose,Glucose,Sucrose,Maltose,Lactose,Galactose,Maltotriose,Total sugars,Added sugars,Free sugars,Starch,Dextrin,Glycerol,Glycogen,Inulin,Mannitol,Maltodextrin,Oligosaccharides,Raffinose,Stachyose,Sorbitol,Resistant starch,"Available carbohydrate, without sugar alcohols","Available carbohydrate, with sugar alcohols",Acetic acid,Citric acid,Fumaric acid,Lactic acid,Malic acid,Oxalic acid,Propionic acid,Quinic acid,Succinic acid,Tartaric acid,Aluminium (Al),Antimony (Sb),Arsenic (As),Cadmium (Cd),Calcium (Ca),Chromium (Cr),Chloride (Cl),Cobalt (Co),Copper (Cu),Fluoride (F),Iodine (I),Iron (Fe),Lead (Pb),Magnesium (Mg),Manganese (Mn),Mercury (Hg),Molybdenum (Mo),Nickel (Ni),Phosphorus (P),Potassium (K),Selenium (Se),Sodium (Na),Sulphur (S),Tin (Sn),Zinc (Zn),Retinol (preformed vitamin A),Alpha-carotene,Beta-carotene,Cryptoxanthin,Beta-carotene equivalents (provitamin A),Vitamin A retinol equivalents,Lutein,Lycopene,Xanthophyl,Thiamin (B1),Riboflavin (B2),Niacin (B3),Niacin derived from tryptophan,Niacin derived equivalents,Pantothenic acid (B5),Pyridoxine (B6),Biotin (B7),Cobalamin (B12),"Folate, natural",Folic acid,Total folates,Dietary folate equivalents,Vitamin C,Cholecalciferol (D3),Ergocalciferol (D2),25-hydroxy cholecalciferol (25-OH D3),25-hydroxy ergocalciferol (25-OH D2),Vitamin D3 equivalents,Alpha tocopherol,Alpha tocotrienol,Beta tocopherol,Beta tocotrienol,Delta tocopherol,Delta tocotrienol,Gamma tocopherol,Gamma tocotrienol,Vitamin E,C4,,C6,,C8,,C10,,C11,,C12,,C13,,C14,,C15,,C16,,C17,,C18,,C19,,C20,,C21,,C22,,C23,,C24,,Total saturated fatty acids,,C12:1,,C14:1,,C15:1,,C16:1,,C17:1,,C18:1,,C20:1,,C22:1,,C24:1,,Total monounsaturated fatty acids,,C16:2w4,,C16:3,,C18:2w6,,C18:3w3,,C18:3w4,,C18:3w6,,C18:4w1,,C18:4w3,,C20:2w6,,C20:3w3,,C20:3w6,,C20:4w3,,C20:4w6,,C20:5w3,,C22:2w6,,C22:4w6,,C22:5w3,,C22:5w6,,C22:6w3,,Other polyunsaturated fatty acids,,Total polyunsaturated fatty acids,,Total long chain omega 3 fatty acids,,Total undifferentiated fatty acids,,Total trans fatty acids,,Caffeine,Cholesterol,Tryptophan,,Alanine,,Arginine,,Aspartic acid,,Cystine plus cysteine,,Glutamic acid,,Glycine,,Histidine,,Isoleucine,,Leucine,,Lysine,,Methionine,,Phenylalanine,,Proline,,Serine,,Threonine,,Tyrosine,,Valine,
F004739,11301,"Juice, orange, commercial",117,115,93.6,0.8,0.13,0,0.5,0.3,0,1.6,1.4,2.7,0,0,0,,5.7,0,5.7,0,,,,,,,,,,,,5.7,5.7,0,0.8,,0,0.1,,0,0,,,,0,0,0,7,0.4,9,,0.028,29.4,0,0.04,0,8,0.012,0,0,1,14,152,0.2,3,7,0,0.03,0,0,10,9,15,3,,,,0.116,0,0,0.04,0.04,0.32,0,1,0,53,0,53,53,72,0,0,0,0,0,0.1,,0,,,,,,0.1,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F004731,11301,"Juice, orange & mango, commercial",152,150,93.9,0.6,0.1,0,0.3,0.2,0,2.5,2.3,3.2,0,0,,,8,0,8,0,,,,,,,,,,,,8,8,,0.8,,,0.4,,,0,,,0,,,0,9,0,9,,0.031,53.04,0,0,,10,0.031,,0,,17,166,0,4,6,,0.05,0,0,40,17,48,8,,,,0.042,0,0,0.03,0.03,0.05,0,1.1,0,27,0,27,27,85,0,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005696,11702,"Mineral water, natural, unflavoured",0,0,100,0,0,0,0.1,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,,0,,0,0,,,0,,,,,,,6,,11,,0,24,0.2,0,,4,0,,,,0,1,0,8,1,,0,0,,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005694,11505,"Mineral water, citrus flavoured",158,158,93.9,0,0,0,0.1,0,0,1.8,1.6,6.3,0,0,,,9.7,9.5,9.7,0,,,,,,,,,,,,9.7,9.7,,0.4,,0,0,,,0,,,,,,,5,,20,,0,31.2,0,0.06,,4,0,,,,1,5,0,16,2,,0,0,,0,,0,0,,,,0,0,0,0,0,,0,,0,1,0,1,1,0,0,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008402,11503,"Soft drink, cola flavour",214,214,93,0,0,0.3,0.1,0,0,3.1,3.1,6.6,0,0,,,12.8,12.8,12.8,0,,,,,,,,,,,,12.8,12.8,,0,,0,0,,,0,,,0,,0,0,1,0,14,,0,60.32,0.9,0,0,0,0,,0,0,11,0,0,2,9,,0,0,,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008403,11503,"Soft drink, cola flavour, decaffeinated",214,214,93,0,0,0.3,0.1,0,0,3.1,3.1,6.6,0,0,,,12.8,12.8,12.8,0,,,,,,,,,,,,12.8,12.8,,0,,0,0,,,0,,,0,,0,0,1,0,14,,0,60.32,0.9,0,0,0,0,,0,0,11,0,0,2,9,,0,0,,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008404,11504,"Soft drink, cola flavour, intense sweetened or diet",0,0,99.9,0,0,0,0.1,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,0,1,0,,,0,,0.8,0,0,0,0,,0,0,10,0,0,3,,,0,0,,0,,0,0,,,,0.01,0.02,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008405,11504,"Soft drink, cola flavour, intense sweetened or diet, decaffeinated",0,0,99.9,0,0,0,0.1,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,0,1,0,,,0,,0.8,0,0,0,0,,0,0,10,0,0,3,,,0,0,,0,,0,0,,,,0.01,0.02,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008421,11603,"Soft drink, energy drink, Red Bull",191,191,92.7,0.1,0.01,0,0.3,0,0,1.9,3.8,5.7,0,0,0,,11.3,11.3,11.3,0,,,,,,,,,,,,11.3,11.3,0,0.8,,0,0,,,0,,,21,,0,0,9,0,,,0,,0,0,0,0,0,0,0,,11,0,0,75,,,0,0,0,0,,0,0,,,,0,0.066,8.49,0,8.49,2.01,2.38,,2.1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,34,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008424,11603,"Soft drink, energy drink, V",191,191,92.7,0.1,0.01,0,0.3,0,0,1.9,3.8,5.7,0,0,0,,11.3,11.3,11.3,0,,,,,,,,,,,,11.3,11.3,0,0.8,,0,0,,,0,,,21,,0,0,9,0,,,0,,0,0,0,0,0,0,0,,11,0,0,116,,,0,0,0,0,,0,0,,,,0,0.861,7.98,0,7.98,3.36,2.62,,0.6,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,33,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008438,11501,"Soft drink, lemonade and fruit flavours",148,148,104,0,0,0,0.1,0,0,1,1,7.1,0,0,0,,9.2,8.6,8.6,0,,,,,,,,,,,,9.2,9.2,0,0.1,,0,0,,0,0,,,,,,,2,0,,,,,1.8,0,,1,,,0,0,0,1,0,15,,,0,0,,0,0,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008439,11502,"Soft drink, lemonade and fruit flavours, intense sweetened or diet",1,1,100,0,0,0,0.1,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,0,0.1,,0,0,,0,0,,,,,,,2,0,,,,,1.7,0,,1,,,0,0,0,1,0,14,,,0,0,,0,0,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008460,11501,"Soft drink, tonic water",146,146,93.8,0,0,0,0.1,0,0,,,,,,,,9.1,9.1,9.1,0,,,,,,,,,,,,9.1,9.1,0,0.1,,0,0,,0,0,,,,,,,1,,,,,,0.7,0.01,,0,,,,,0,0,0,12,,,0.1,0,,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008461,11502,"Soft drink, tonic water, intense sweetened or diet",1,1,99.9,0,0,0,0.1,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,0,0.1,,0,0,,0,0,,,,,,,1,,,,,,0.7,0.01,,0,,,,,0,0,0,12,,,0.1,0,,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F009117,11101,"Tea, green, plain, without milk",7,7,95.7,0.2,0.04,0.1,0,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,780,,0,0,3,0,,,0.017,,0,0,1.8,2,0.44,,0,,1,19,0,1,,,0.05,0,,0,,0,0,,,,0.007,0.058,0.03,0,0.03,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F009125,11101,"Tea, regular, black, brewed from leaf or teabags, without milk",2,2,99.8,0.1,0.02,0,0,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,0,0,0,0,0.3,0,,0.002,150,0,0,0.3,0,0.1,0,,,0,6,0,0,0,0,0,0,,0,,0,0,,,,0,0,1.71,0,1.71,0,0,0,0,11,0,11,11,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,19,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F009115,11103,"Tea, decaffeinated, black, brewed from leaf or teabags, without milk",6,6,99.8,0.1,0.02,0.1,0,0,0,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,0,0,0,0,0.3,0,,0.002,150,0,0,0.3,0,0.1,0,,,0,6,0,0,0,0,0,0,,0,,0,0,,,,0,0.005,0,0,0,0,0,0,0,11,0,11,11,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F009516,11702,"Water, bottled, still",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,1,,2,,,,0.2,0,,5,0,,,,0,0,0,1,,,0,0,,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F009527,11701,"Water, tap",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,0,0,,0,0,,0,0,,,9.1,,0.2,0,2,0,6,0,0.035,80.25,0.7,0,0.6,1,0.307,0,0,0,0,0,0,3,3,,0,0,,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F008377,11702,"Water, soda",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,0,0,0,0,,0,0,,0,0,,,9.1,,0.2,0,2,0,6,0,0.035,80.25,0.7,0,0.6,1,0.307,0,0,0,0,0,0,3,3,,0,0,,0,,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F001688,11805,"Breakfast cereal, beverage, non-chocolate flavours, added vitamins A, B1, B2, B3, B6, B12, C & folate & Ca",329,323,84.4,3.2,0.56,1.5,0.9,0.8,0,1.1,0,4,0,2.1,0,,7.2,2.1,2.1,0,,,,,,5.6,,,,,,12.8,12.8,0,0.2,,0,0,,,0,,,92.8,,0.6,0.5,152,3.1,,,0.04,,6.6,0.39,0.5,8,0.053,0.5,5.8,,135,157,1,50,,,0.22,62,0,0,,0,62,,,,0.107,0.264,1.26,0.6,1.86,2.88,0.14,,0.7,10,62,72,114,0,0,0,0,0,0,2.3,,0,,0,,0.3,,2.3,0,0,0,0,0,0,0,0,,,0,0,,,0.3,0,0,0,8,0.12,0,0,4.3,0.06,,,0,0,,,0.9,0.01,,,0.5,0.01,14.11,0.2,,,0,0,,,0,0,0,0,24.9,0.36,0,0,0,0,0,0,24.93,0.36,,,,,62.7,0.9,1.2,0.02,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,63.96,0.92,0,0,,,0.4,5.91,0,0,66,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F003592,23303,"Dressing, French or Italian, regular fat, commercial",976,976,63.3,0.1,0.02,20.2,4.5,0,0,5.5,6.2,0.1,0,0,,,11.7,11.7,11.7,0.3,,,,,,,,,,,,12.1,12.1,1.5,1.1,,0,0,0,,0,,,,,,,0,,2709,,0,41.2,0,0,,0,0,,,,0,0,0,1288,12,,0,0,0,0,0,0,0,,,,0,0.072,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,,8,,,,,,,,8.03,0,0,0,0,0,0,0,0,,,0,0,,,0.1,0.02,0,0,6.4,1.2,0.1,0.01,3.4,0.63,,,0.2,0.05,,,0.7,0.13,,,0.2,0.04,11.08,2.08,,,0,0,,,0.1,0.02,0,0,29.3,5.49,0.2,0.03,0,0,0,0,29.6,5.55,,,,,61,11.43,0.2,0.04,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,61.19,11.47,0,0,,,0.2,38.61,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F003612,23301,"Dressing, thousand island, regular fat, commercial",1584,1572,47,1.1,0.18,33.7,2.8,1.5,0,3.3,3.2,9.1,0,0,,,15.6,14.7,14.7,2,,,,,,,,,,,,17.6,17.6,1.3,0.3,,0,0,0,,0,,,,,,,13,,1505,,0,38.16,5.3,0.32,,6,0.053,,,,32,138,1.1,931,17,,0,5,0,74,0,74,18,,,,0,0,0.4,0,0.4,0.13,0.06,3.6,0,0,0,0,0,0,0,0,0,0,0,19.1,,,,,,,,19.08,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,6.9,2.1,0.1,0.03,3.7,1.13,0,0,0.2,0.06,,,0.6,0.19,,,0.2,0.06,11.77,3.58,,,0,0,0,0,0.1,0.03,0,0,26.6,8.09,0.2,0.06,0,0,0,0,26.92,8.18,,,,,66.8,20.3,0.3,0.1,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,,,67.1,20.4,0,0,,,0.2,64.45,0,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F004265,23101,"Gravy, prepared from dry powder with water",110,110,93.1,0.7,0.12,0.5,2,0,0,0,0,0.1,0,0,,,0.1,0.1,0.1,2.4,,,,,,,,,,,,4.6,4.6,,,,,,,,,,,,,,,4,,919,,0.059,87.53,0.9,0.1,,3,0.435,,,,15,11,0.7,507,16,,0.06,0,,0,,0,0,,,,0.021,0,0.14,0.13,0.27,,0.01,,0.1,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,0.14,,,,,,,,0.15,,,,,,0.1,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,0,,,,0.1,,0,,,,5.84,0,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005441,23301,"Mayonnaise, traditional (greater than 70% fat), commercial",2881,2881,18.3,0.9,0.14,75.9,2.1,0,0,,,,,,,,2.5,2.5,2.5,0.2,,,,,,,,,,,,2.7,2.7,0.9,0,,0,0,0,,0,,,,,,,8,,1317,,0,37.62,19.4,0.3,,3,0,,,,23,16,2,464,21,,0,0,0,0,0,0,0,,,,0,0.485,0,0.22,0.22,0.11,0,2,0,0,0,0,0,0,0,0,0,0,0,10.5,,0.2,,,,,,10.59,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0.02,0,0,8.9,6.55,0,0.03,3.8,2.76,0,0,0.4,0.28,,,0.6,0.41,,,0.1,0.07,13.78,10.1,,,0,0,0,0,0.2,0.15,0,0,34,24.92,0.4,0.3,0,0,0,0.03,34.65,25.4,,,,,45.8,33.56,4.3,3.16,,,0,29.03,,,0.1,58.06,0.1,58.06,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,,,50.29,36.87,0,0,,,0.4,304.81,0,32,93,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005437,23302,"Mayonnaise, low fat, commercial",580,580,73.8,0.5,0.09,2.9,2.3,0,0,,,,,,,,22.1,22,22,6.4,,,,,,,,,,,,28.5,28.5,,,,,,,,,,,,,,,9,,,,,,0,0.32,,3,,,,,25,17,2.2,732,,,0,0,,0,,0,0,,,,0,0.529,0,0.14,0.14,,0,,0,0,0,0,0,0,0,0,0,0,0,0.4,,,,,,,,0.4,0,0,0,0,0,0,0,0,,,0,0,0,0,0.1,0,0,0,9,0.23,0,0,4.5,0.12,0,0,0.3,0.01,,,0.8,0.02,,,0.2,0,14.9,0.38,,,0,0,0,0,0.2,0,0,0,48.9,1.26,0.2,0,0,0,0,0,49.36,1.27,,,,,42.6,1.09,0.2,0,,,0,0,,,0,0,0.4,11.09,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,,,43.2,1.11,0,0,,,0.6,16.64,0,26,102,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005973,23103,"Mustard, cream style",407,369,88.2,6.8,1.09,3.6,5.4,4.8,0,1.4,2.2,0.6,0,0,,,4.2,3.4,3.4,3,,,,,,,,,,,,7.3,7.3,,,,,,,,,,,,,,,97,,2761,,0.257,54.99,0,2.34,,64,0.585,,,,164,187,58.5,1661,187,,0.94,0,0,108,0,108,18,,,,0.234,0.035,1.17,1.74,2.91,,0,,0,9,0,9,9,0,0,0,0,0,0,12.4,,,,,,,,12.4,,,,,,,0,0,,,0,0,,,0,0,0,0,3.6,0.11,0,0,1.3,0.04,,,0.8,0.02,,,0,0,,,0,0,5.73,0.17,,,,,0,0,0.2,0.01,0,0,28.2,0.84,12.9,0.38,40.1,1.19,,,81.43,2.41,,,,,16.4,0.49,13.5,0.4,,,,,,,,,,,0,0,,,,,0,0,0,0,,,,,0,0,,,0,0,,,29.84,0.88,0,0,,,0,0,0,0,110,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F007987,23103,"Sauce, barbecue, commercial",834,828,61,0.8,0.13,0.2,2.3,0.7,0,15,13.7,16.7,0,0,,,45.4,42.5,42.5,4.6,,,,,,,,,,,,50.1,50.1,,,,,,,,,,,,,,,17,,1186,,0.102,15.82,1.5,0.56,,10,0.113,,,,12,158,1.1,723,17,,0,0,0,46,0,46,8,,,,0,0.023,0.11,0,0.11,,0.09,,0,2,0,2,2,0,0,0,0,0,0,0.3,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F007992,23107,"Sauce, butter chicken, commercial",465,448,89.6,1.5,0.24,8.5,2.5,2.1,0,1.6,1.4,1.1,0,0,,,4.1,0.9,0.9,2.5,,,,,,,,,,,,6.6,6.6,,,,,,,,,,,,,,,24,,,,0,,3.4,0.88,,20,0,,,,15,163,1.6,522,,,0.28,21,0,0,0,0,21,,,,0.034,0.102,1.42,0.31,1.73,,0.01,,0,32,0,32,32,0,0,0,0,0,0,2.2,,,,,,,,2.23,0.7,0.05,0.6,0.04,0.4,0.03,0.9,0.07,,,1.4,0.1,,,4.4,0.32,0.5,0.03,32.8,2.36,0.3,0.02,6.3,0.46,,,0.5,0.03,,,0.2,0.01,,,0.1,0,49.05,3.54,,,0.3,0.02,,,0.9,0.07,0,0,44,3.18,0.5,0.04,0.2,0.02,0.1,0,46.14,3.33,,,,,12.4,0.9,3.1,0.22,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,15.5,1.12,0,0,,,1.3,93.01,0,20,88,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
