Public Food Key,Classification,Food Name,"Energy, with dietary fibre","Energy, without dietary fibre",Moisture (water),Protein,Nitrogen,Total fat,Ash,Total dietary fibre,Alcohol,Fructose,Glucose,Sucrose,Maltose,Lactose,Galactose,Maltotriose,Total sugars,Added sugars,Free sugars,Starch,Dextrin,Glycerol,Glycogen,Inulin,Mannitol,Maltodextrin,Oligosaccharides,Raffinose,Stachyose,Sorbitol,Resistant starch,"Available carbohydrate, without sugar alcohols","Available carbohydrate, with sugar alcohols",Acetic acid,Citric acid,Fumaric acid,Lactic acid,Malic acid,Oxalic acid,Propionic acid,Quinic acid,Succinic acid,Tartaric acid,Aluminium (Al),Antimony (Sb),Arsenic (As),Cadmium (Cd),Calcium (Ca),Chromium (Cr),Chloride (Cl),Cobalt (Co),Copper (Cu),Fluoride (F),Iodine (I),Iron (Fe),Lead (Pb),Magnesium (Mg),Manganese (Mn),Mercury (Hg),Molybdenum (Mo),Nickel (Ni),Phosphorus (P),Potassium (K),Selenium (Se),Sodium (Na),Sulphur (S),Tin (Sn),Zinc (Zn),Retinol (preformed vitamin A),Alpha-carotene,Beta-carotene,Cryptoxanthin,Beta-carotene equivalents (provitamin A),Vitamin A retinol equivalents,Lutein,Lycopene,Xanthophyl,Thiamin (B1),Riboflavin (B2),Niacin (B3),Niacin derived from tryptophan,Niacin derived equivalents,Pantothenic acid (B5),Pyridoxine (B6),Biotin (B7),Cobalamin (B12),"Folate, natural",Folic acid,Total folates,Dietary folate equivalents,Vitamin C,Cholecalciferol (D3),Ergocalciferol (D2),25-hydroxy cholecalciferol (25-OH D3),25-hydroxy ergocalciferol (25-OH D2),Vitamin D3 equivalents,Alpha tocopherol,Alpha tocotrienol,Beta tocopherol,Beta tocotrienol,Delta tocopherol,Delta tocotrienol,Gamma tocopherol,Gamma tocotrienol,Vitamin E,C4,,C6,,C8,,C10,,C11,,C12,,C13,,C14,,C15,,C16,,C17,,C18,,C19,,C20,,C21,,C22,,C23,,C24,,Total saturated fatty acids,,C12:1,,C14:1,,C15:1,,C16:1,,C17:1,,C18:1,,C20:1,,C22:1,,C24:1,,Total monounsaturated fatty acids,,C16:2w4,,C16:3,,C18:2w6,,C18:3w3,,C18:3w4,,C18:3w6,,C18:4w1,,C18:4w3,,C20:2w6,,C20:3w3,,C20:3w6,,C20:4w3,,C20:4w6,,C20:5w3,,C22:2w6,,C22:4w6,,C22:5w3,,C22:5w6,,C22:6w3,,Other polyunsaturated fatty acids,,Total polyunsaturated fatty acids,,Total long chain omega 3 fatty acids,,Total undifferentiated fatty acids,,Total trans fatty acids,,Caffeine,Cholesterol,Tryptophan,,Alanine,,Arginine,,Aspartic acid,,Cystine plus cysteine,,Glutamic acid,,Glycine,,Histidine,,Isoleucine,,Leucine,,Lysine,,Methionine,,Phenylalanine,,Proline,,Serine,,Threonine,,Tyrosine,,Valine,
F005634,19101,"Milk, cow, fluid, regular fat (3.5% fat)",290,290,90.7,3.5,0.54,3.5,0.7,0,0,0,0,0,0,6.1,0,,6.1,0,0,0,,,,,,,,,,,,6.1,6.1,0,0.2,,0,0,,0,0,,,1,0,0,0,107,0.7,103,,0.006,,22.9,0.03,0,10,0.003,0,3.1,0,91,143,1.3,37,29,0,0.35,50,0,18,0,18,53,,,,0.005,0.207,0.2,0.72,0.92,0.38,0.07,3.9,0.6,14,0,14,14,0,0.1,0,0,0,0.05,0.1,,0,,0,,0,,0.09,1.8,0.06,1.6,0.05,1,0.03,2.3,0.07,0,0,3,0.1,0,0,12.4,0.4,1.3,0.04,33.4,1.08,0.7,0.02,12.3,0.4,,,0.1,0,0,0,0,0,0,0,0,0,69.82,2.26,,,0.9,0.03,0.2,0,1.7,0.06,0.2,0.01,25.1,0.81,0.1,0,0,0,0.1,0,28.29,0.92,,,,,2.1,0.07,0.6,0.02,,,0,0,,,,,0,0,0,0,0,0,,,0.1,1.67,0,0,0,0,0,0,0.1,2.5,,,0,0,,,2.84,0.09,0.077,2.5,,,3.6,116.68,0,11,80,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005635,19102,"Milk, cow, fluid, regular fat (3.5% fat), added omega 3 polyunsaturates",261,261,91.9,3.2,0.5,3.3,0.9,0,0,0,0,0,0,5.3,0,,5.3,0,0,0,,,,,,,,,,,,5.3,5.3,,,,,,,,,,,57.7,,0.5,0.5,113,1.1,,,0.053,,24.7,0.45,0.5,10,0.059,0.5,4.1,,91,206,0.5,41,,,0.12,50,0,5,,5,51,,,,0.041,0.227,0,0.67,0.67,0.82,0.07,,0.6,14,0,14,14,0,0.1,0,0,0,0.1,0.1,,0,,0,,0,,0.09,2,0.06,2,0.06,1,0.03,2.2,0.07,,,3,0.09,,,11,0.33,1.2,0.04,36.8,1.11,0,0,11.7,0.36,,,0,0,,,0.1,0,,,0,0,70.97,2.15,,,1,0.03,,,2.3,0.07,0,0,24.2,0.73,0,0,0,0,0,0,27.5,0.83,,,,,2.6,0.08,1,0.03,,,0,0,,,,,0,0,0,0,0.1,1.56,,,0.1,3.12,0,0,0,0,0,0,0.1,1.56,,,0.4,10.9,,,4.17,0.13,0.412,12.459,,,2.1,63.23,0,5,80,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005614,19103,"Milk, cow, fluid, reduced fat (1% fat)",198,198,93.3,3.7,0.58,1.3,0.8,0,0,0,0,0,0,5.3,0,,5.3,0,0,0,,,,,,,,,,,,5.3,5.3,0,0.2,,0.1,0,,0,0,,,0,,,0,120,0.1,,,0.004,,26.8,0.01,,12,0.003,,3.1,0,102,166,0.7,38,33,,0.42,14,0,4,0,4,15,,,,0.01,0.21,0.57,0.76,1.33,0.49,0.03,,0.6,26,0,26,26,0,0.1,0,0,0,0.09,0,,0,,0,,0,,0.03,5,0.06,2.8,0.03,1.4,0.02,3,0.04,,,3.5,0.04,,,11.6,0.14,1.3,0.02,30.9,0.36,0.4,0,12.2,0.14,,,0.1,0,,,0,0,,,0,0,72.23,0.85,,,1,0.01,,,2.2,0.03,0,0,23.6,0.28,0,0,0,0,0,0,26.78,0.32,,,,,2.1,0.02,0.7,0.01,,,0,0,,,,,0,0,0,0,0,0,,,0.1,0.62,0,0,0,0,0,0,0,0,,,0,0,,,2.91,0.03,0,0,,,3.3,39.31,0,5,79,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005621,19104,"Milk, cow, fluid, reduced fat (1.5% fat), added omega 3 polyunsaturates",222,222,91.9,4.7,0.74,1.5,0.9,0,0,0,0,0,0,5.3,0,,5.3,0,0,0,,,,,,,,,,,,5.3,5.3,0,0.2,,0.1,0,,0,0,,,58.2,,0.5,0.5,114,1.1,,,0.053,,25,0.46,0.5,11,0.059,0.5,4.2,,98,208,0.5,42,,,0.12,10,0,5,0,5,11,,,,0.042,0.229,0,1.06,1.06,0.83,0.04,,0.6,27,0,27,27,0,0.1,0,0,0,0.1,0.1,,0,,0,,0,,0.05,1,0.01,0.9,0.01,0.5,0.01,0.6,0.01,,,1.7,0.02,,,3.2,0.04,0.3,0,18.7,0.25,0.2,0,9.4,0.12,,,0,0,,,0.6,0.01,,,0.3,0,37.49,0.5,,,0.2,0,,,0.9,0.01,0,0,56.4,0.75,0.3,0,0,0,0,0,57.75,0.76,,,,,5.6,0.07,1.1,0.02,,,0,0,,,,,0,0,0,0,0,0,,,0.1,1.03,0.7,9.63,0,0,0,0,0.1,1.72,,,1.1,14.45,,,8.71,0.12,1.95,25.799,,,1.1,15.14,0,5,88,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005637,19105,"Milk, cow, fluid, skim (0.15% fat)",152,152,92.9,3.7,0.59,0,0.5,0,0,0,0,0,0,5.5,0,,5.5,0,0,0,,,,,,,,,,,,5.5,5.5,,,,,,,,,,,0,,0,0,120,0.2,,,0.004,,18.7,0,0,11,0.003,,3.1,0,100,166,1.4,40,,,0.42,0,0,0,0,0,0,,,,0.021,0.177,0,0.93,0.93,0.31,0.02,,0.8,9,0,9,9,0,0.1,0,0,0,0.1,0,,0,,0,,0,,0,3.7,0,2.4,0,1.2,0,2.8,0,,,3.3,0,0.1,0,11.1,0,1.1,0,32.1,0,0.7,0,11.6,0,0.1,0,0.2,0,,,0.1,0,,,0,0,70.58,0,,,0.9,0,0,0,1.7,0,0.3,0,24.3,0,0.2,0,0,0,,,27.52,0,,,,,2.3,0,0.8,0,,,,,,,0.7,0,,,,,,,,,,,0.1,0,,,,,0.1,0,,,0,0,,,3.88,0,0.174,0,0,0,2,0,0,3,97,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005638,19105,"Milk, cow, fluid, skim (0.15% fat), added milk solids",180,180,91.2,4.4,0.69,0,0.7,0,0,0,0,0,0,6.6,,,6.6,0,0,0,,,,,,,,,,,,6.6,6.6,,,,,,,,,,,,,,,140,,,,,,22.5,0,,13,,,,,119,201,1.7,47,,,0.48,0,0,0,0,0,0,,,,0.025,0.209,0,1.06,1.06,,0.02,,0.8,10,0,10,10,0,0.1,0,0,0,0.11,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,,,0,,,,0,,,,0,,0.01,,,,0,,,,0,,0,,0,,0,,0,,,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,0.02,,,,,,0.03,,,,0,,,,0,,0.047,,,,0.31,0,3,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005599,19101,"Milk, cow, fluid, lactose free, regular fat (3.5% fat)",256,256,91.5,3.2,0.5,3.3,0.7,0.1,0,0,2.4,0,0,0,2.3,,4.6,0,0,0.2,,,,,,,,,,,,4.8,4.8,0,0.2,,0,0,,0,0,,,0,0,0,0,113,0,103,,0.004,,28.8,0,0,10,0.003,0,3.1,0,85,154,2.2,36,29,0,0.39,47,0,39,0,39,54,,,,0.052,0.155,0,0.62,0.62,0.29,0.02,3.9,0.5,0,0,0,0,0,0.1,0,0,0,0.1,0,,0,,0,,0,,0,3.1,0.09,2.7,0.08,1.3,0.04,3,0.09,,,3.6,0.11,,,11.9,0.36,1.3,0.04,33.4,1.01,0.8,0.02,12.1,0.36,,,0.2,0.01,,,0,0,,,0,0,73.44,2.22,,,1,0.03,,,2,0.06,0,0,20.3,0.61,0,0,0,0,0,0,23.28,0.7,,,,,1.8,0.05,0.7,0.02,,,0,0,,,,,0,0,0,0,0,0,,,0.1,3.12,0,0,0,0,0,0,0,0,,,0,0,,,2.58,0.08,0,0,,,0.2,6.23,0,11,75,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005598,19103,"Milk, cow, fluid, lactose free, reduced fat (1% fat)",191,191,93.4,3.5,0.55,1.2,0.7,0.1,0,0,2.4,0,0,0,2.6,,5,0,0,0.2,,,,,,,,,,,,5.2,5.2,0,0.2,,0,0,,0,0,,,0,,0,0,122,0,,,0.004,,29.1,0,0,10,0.003,,3.1,,86,156,2.2,43,,,0.4,15,0,40,0,40,22,,,,0.052,0.156,0,0.68,0.68,0.29,0.02,,0.5,0,0,0,0,0,0.1,0,0,0,0.1,0,,0,,0,,0,,0,3.1,0.04,2.7,0.03,1.4,0.02,3,0.03,,,3.6,0.04,,,12.1,0.14,1.4,0.02,33.7,0.38,0.8,0.01,12.2,0.14,,,0.2,0,,,0,0,,,0,0,74.15,0.84,,,1,0.01,,,2,0.02,0,0,20.5,0.23,0,0,0,0,0,0,23.5,0.27,,,,,1.8,0.02,0.7,0.01,,,0,0,,,,,0,0,0,0,0,0,,,0.1,1.18,0,0,0,0,0,0,0,0,,,0,0,,,2.6,0.03,0,0,,,0.2,2.36,0,5,76,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005581,19106,"Milk, cow, canned, evaporated, regular",638,638,77.8,8.3,1.3,8.8,1.8,0,0,0,0,0,0,10.7,,,10.7,0,0,0,,,,,,,,,,,,10.7,10.7,,,,,,,,,,,,,,,276,,,,0.011,,57.2,0.16,,25,0.005,,,,267,368,6.5,113,,,0.86,80,0,48,0,48,88,,,,0.07,0.545,0.16,1.76,1.92,1.08,0,,0.2,0,0,0,0,1,0.1,0,0,0,0.06,0,,0,,,,,,0,3.9,0.3,2.5,0.19,1.3,0.1,2.9,0.22,,,3.4,0.26,0.1,0,11.5,0.88,1.2,0.09,33.3,2.57,0.8,0.06,12.1,0.93,0.1,0.01,0.2,0.02,,,0.1,0.01,,,0,0,73.3,5.64,,,1,0.08,0,0,1.7,0.13,0.4,0.03,25.3,1.95,0.3,0.02,0,0,,,28.58,2.2,,,,,2.3,0.18,0.8,0.06,,,,,,,0.7,52.68,,,,,,,,,,,0.1,5.55,,,,,0.1,8.32,,,0,0,,,4.03,0.31,0.18,13.864,0,0,2.1,163.86,0,26,86,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005580,19106,"Milk, cow, canned, evaporated, reduced fat (approximately 2% fat)",412,412,84.1,8.5,1.33,2.3,1.9,0,0,0,0,0,0,11.4,,,11.4,0,0,0,,,,,,,,,,,,11.4,11.4,,,,,,,,,,,,,,,288,,,,0.005,,57.2,0.32,,27,0.005,,,,264,376,6.5,113,,,0.97,17,0,9,0,9,19,,,,0.081,0.599,0.11,1.81,1.92,1.08,0,,0.2,0,0,0,0,0,0.1,0,0,0,0.06,0,,0,,,,,,0,3.9,0.08,2.5,0.05,1.3,0.03,2.9,0.06,,,3.4,0.07,0.1,0,11.5,0.23,1.2,0.02,33.3,0.66,0.8,0.02,12.1,0.24,0.1,0,0.2,0,,,0.1,0,,,0,0,73.3,1.46,,,1,0.02,0,0,1.7,0.04,0.4,0.01,25.3,0.5,0.3,0,0,0,,,28.58,0.57,,,,,2.3,0.05,0.8,0.02,,,,,,,0.7,13.58,,,,,,,,,,,0.1,1.43,,,,,0.1,2.14,,,0,0,,,4.03,0.08,0.18,3.573,0,0,2.1,42.22,0,11,86,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005582,19106,"Milk, cow, canned, sweetened, condensed, regular",1756,1756,33.2,10.7,1.68,11.9,2.5,0,0,0.3,0.4,55.6,0,14.7,,,71,59.1,59.1,0,,,,,,,,,,,,71,71,,,,,,,,,,,,,,,346,,,,0.013,,46.4,0.19,,32,0.006,,,,329,461,10.3,136,,,1.16,90,0,59,0,59,100,,,,0.103,0.78,0.39,2.28,2.67,2.58,0,,0.6,0,0,0,0,1,0.1,0,0,0,0.08,0.3,,0,,,,,,0.26,4.6,0.4,3.2,0.28,1.9,0.17,4,0.35,,,4.4,0.38,,,14.1,1.22,1.7,0.15,35.3,3.07,0.9,0.08,17.8,1.55,,,1.5,0.13,,,,,,,,,89.53,7.78,,,,,,,,,,,,,,,,,,,32.3,2.81,,,,,2.1,0.18,1,0.09,,,,,,,,,,,,,,,,,,,0,0,,,,,0.1,8.41,,,0,0,,,3.22,0.28,0.097,8.412,,,4.5,392.53,0,40,103,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F005647,32102,"Milk, human/breast, mature, fluid",298,298,91,1.4,0.21,4.4,0.2,0,0,,,,,,,,7.1,0,0,0,,,,,,,,,,,,7.1,7.1,,,,,,,,,,,,,,,33,,,,,,3.1,0.03,,3,,,,,15,53,1.9,18,,,0.18,62,,7,,7,64,,,,0.015,0.037,0.18,0.38,0.56,,0.01,,0.1,5,0,5,5,5,0.1,0,0,0,0.1,0.1,,,,,,,,0.08,,,,,,,1.2,0.05,,,5.5,0.22,,,7.6,0.3,0.5,0.02,25.4,1.01,0.4,0.02,8.3,0.33,,,0.7,0.03,,,0.1,0,,,0.1,0,49.81,1.98,,,0.4,0.02,,,2.7,0.11,,,32.7,1.3,0.3,0.01,0,0,,,36.12,1.43,,,,,9.8,0.39,0.8,0.03,,,0.2,5.98,,,,,0.1,4.38,,,0.3,11.06,,,0.4,15.27,0.1,3.1,,,0.1,3.14,0.2,7.1,,,0.2,7.97,,,12.01,0.48,0.458,18.163,,,2.6,103.19,0,15,110,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F003442,19602,"Custard, vanilla, regular fat",439,439,87.2,3.7,0.58,3.3,0.8,0,0,0,0,8.1,0.6,4.4,0,,13,4.5,4.5,2.6,,,,,,,,,,,,15.6,15.6,,,,,,,,,,,,,,,134,,,,0.011,,14.6,0.06,,12,0.006,,,,134,185,1.1,68,,,0.44,6,0,17,0,17,8,,,,0.056,0.235,0,0.71,0.71,,0.01,,0.2,2,0,2,2,0,0.1,0,0,0,0.09,0,,,,,,,,0.03,4,0.11,2.8,0.08,1.7,0.05,3.5,0.1,,,3.8,0.11,,,12.2,0.34,1.5,0.04,30.7,0.87,0.8,0.02,15.5,0.44,,,1.3,0.04,,,,,,,,,77.73,2.2,,,,,,,,,,,,,,,,,,,28.05,0.79,,,,,1.8,0.05,0.9,0.03,,,,,,,,,,,,,,,,,,,0,0,,,,,0.1,2.37,,,0,0,,,2.8,0.08,0.084,2.373,,,3.9,110.76,0,12,81,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F003441,19602,"Custard, vanilla, prepared from dry mix",494,494,88.1,4.1,0.65,4.2,0.9,0,0,,,,,,,,11.5,4.3,4.3,4.8,,,,,,,,,,,,16.3,16.3,,,,,,,,,,,,,,,127,,,,,,25.7,0.08,,12,,,,,110,170,1.5,66,,,0.42,59,,21,,21,63,,,,0.007,0.244,0.26,0.85,1.11,,0.06,,0.4,13,0,13,13,0,0.1,0,0,0,0.06,0.1,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,,,,,,,,,,,,,,,,,,,,1.08,,,,,,0.09,,0.02,,,,,,,,,,,,,,,,,,,,0.09,,,,,,2.95,,,,0,,,,0.12,,3.045,,,,137.74,0,13,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F003488,19701,"Dairy or yoghurt dessert, chocolate, regular fat",555,543,75.7,5.3,0.83,3.8,1,1.5,0,0,0,11.4,0,4.9,0,,16.3,11.3,11.3,2.1,,,,,,,,,,,,18.4,18.4,0.2,0,,0.7,0,,0,0,,,,,,,125,,,,0.06,,13.5,0.55,,17,0.064,,,,125,239,1.3,61,,,0.5,5,,16,,16,8,,,,0,0.229,0,1.09,1.09,,0,,0,0,0,0,0,0,0,0,0,0,0,0.1,,,,,,,,0.07,3,0.1,2.2,0.08,1.4,0.05,2.5,0.09,,,2.9,0.1,,,10.5,0.37,1.1,0.04,29,1.02,0.7,0.02,14.6,0.51,,,1.7,0.06,,,,,,,,,69.58,2.43,,,,,,,,,,,,,,,,,,,28.52,1,,,,,2.1,0.07,0.6,0.02,,,,,,,,,,,,,,,,,,,0,0,,,,,0.1,5,,,0,0,,,2.78,0.1,0.144,5,,,3.6,127.27,2,11,80,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F009694,19201,"Yoghurt, natural, regular fat (3% fat)",318,317,84.7,5.3,0.83,3.3,1.1,0.1,0,0,0,0,0,5.1,0,,5.1,0,0,0.1,,,,,,,,,,,,5.2,5.2,0,0.2,,1.2,0,,,0,,,0,,0,0,182,0,,,0.006,,25,0,0,16,0.004,,5.6,,156,239,2.5,60,,,0.59,47,0,30,0,30,52,,,,0.021,0.229,0,1.19,1.19,0.37,0.03,,0.5,26,0,26,26,0,0,0,0,0,0,0,,0,,0,,0,,0,2.5,0.08,2.1,0.06,1.2,0.04,3.1,0.1,,,4,0.12,,,12.8,0.39,1.5,0.04,34.6,1.05,0.8,0.02,12,0.36,,,0.2,0.01,,,0,0,,,0,0,74.78,2.26,,,1,0.03,,,2.1,0.06,0,0,20.6,0.62,0,0,0,0,0,0,23.71,0.72,,,,,2,0.06,0.8,0.02,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,2.81,0.08,0,0,,,2.1,62.9,0,16,87,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F009608,19205,"Yoghurt, apricot pieces or flavoured, regular fat (3% fat)",402,401,80.5,4.4,0.69,3.3,1,0.1,0,0,0.7,7,0,3.8,0,,11.5,6.6,6.6,0,,,,,,,,,,,,11.5,11.5,,,,1.4,,,,,,,,,0,0,114,0.9,,,0,,17.4,0.19,0,15,0.01,0,5.7,1,114,229,1.5,68,,,0.53,27,0,68,0,68,38,,,,0.094,0.229,0,0.9,0.9,,0.03,,0.4,7,0,7,7,0,0,0,0,0,0,0,,,,,,,,0,4.4,0.13,2.6,0.08,1.4,0.04,3.1,0.09,,,3.6,0.11,0.1,0,11.6,0.35,1.2,0.04,32.2,0.96,0.7,0.02,9.7,0.29,0.1,0,0.2,0.01,,,0.1,0,,,0,0,71,2.11,,,1.2,0.04,0,0,1.8,0.05,0.3,0.01,22.9,0.68,0.2,0.01,0,0,,,26.48,0.79,,,,,2.2,0.07,1,0.03,,,,,,,0.9,26.84,,,,,,,,,,,0.1,3.1,,,,,0.1,3.1,,,0,0,,,4.33,0.13,0.208,6.194,0,0,2.1,61.95,0,8,80,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F009741,19205,"Yoghurt, strawberry pieces or flavoured, regular fat (3% fat)",417,416,80.4,4.8,0.76,3.2,1,0.1,0,0.4,0.7,6.2,0,4.1,0.6,,12.1,7.3,7.3,0,,,,,,,,,,,,12.1,12.1,,,,1.4,,,,,,,,0,0.3,0,165,0.4,,,0.008,,20.4,0.12,0,16,0.036,0,5.7,1,130,222,1.2,63,,0.5,0.5,29,0,13,0,13,31,,,,0.062,0.281,0.31,0.99,1.3,,0.03,,0.4,7,0,7,7,0,0,0,0,0,0,0,,,,,,,,0,4.4,0.13,2.6,0.08,1.4,0.04,3.1,0.09,,,3.6,0.11,0.1,0,11.6,0.34,1.2,0.03,32.2,0.94,0.7,0.02,9.7,0.29,0.1,0,0.2,0.01,,,0.1,0,,,0,0,71,2.08,,,1.2,0.04,0,0,1.8,0.05,0.3,0.01,22.9,0.67,0.2,0.01,0,0,,,26.48,0.78,,,,,2.2,0.07,1,0.03,,,,,,,0.9,26.42,,,,,,,,,,,0.1,3.05,,,,,0.1,3.05,,,0,0,,,4.33,0.13,0.208,6.096,0,0,2.1,60.96,0,10,80,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F009749,19205,"Yoghurt, vanilla flavoured, (2% fat)",425,423,79.5,5.2,0.82,2,1,0.2,0,0.5,0,7.4,0,4.6,1.5,,14,7.3,7.3,1,,,,,,,,,,,,15,15,0,0.3,,1.1,0,,,0,,,0,,0,0,177,0,,,0.007,,26,0,0,16,0.005,,4.4,,135,239,2.2,54,,,0.59,29,0,60,0,60,39,,,,0.052,0.208,0,1.07,1.07,0.29,0.03,,0.4,7,0,7,7,0,0,0,0,0,0,0,,0,,0,,0,,0,2.8,0.05,2.5,0.04,1.5,0.03,3.2,0.06,,,3.7,0.07,,,12.4,0.22,1.4,0.02,34.6,0.62,0.8,0.02,10.9,0.2,,,0.2,0,,,0,0,,,0,0,74.05,1.33,,,1.1,0.02,,,2.2,0.04,0,0,19.3,0.35,0,0,0,0,0,0,22.67,0.41,,,,,1.9,0.03,1.5,0.03,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0.1,1.87,,,0,0,,,3.43,0.06,0.104,1.868,,,0.2,3.74,0,9,80,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F009752,19208,"Yoghurt, vanilla flavoured, low fat (?0.5% fat)",382,380,82.2,6.1,0.95,0.5,1,0.2,0,1.1,1.9,5.2,0,3.4,1.6,,13.2,7.4,7.4,1.2,,,,,,,,,,,,14.5,14.5,,,,1.7,,,,,,,,,,,174,,,,0.01,,17.7,0.1,,18,0.01,,,,152,251,2.2,69,,,0.73,0,,0,,0,0,,,,0.031,0.416,0.62,1.24,1.86,,0.03,,0.4,7,0,7,7,0,0,0,0,0,0,0,,,,,,,,0,2.8,0.01,2.5,0.01,1.5,0.01,3.2,0.02,,,3.7,0.02,,,12.4,0.06,1.4,0.01,34.6,0.16,0.8,0,10.9,0.05,,,0.2,0,,,0,0,,,0,0,74.05,0.35,,,1.1,0,,,2.2,0.01,0,0,19.3,0.09,0,0,0,0,0,0,22.67,0.11,,,,,1.9,0.01,1.5,0.01,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0.1,0.24,0,0,0,0,0.1,0.49,,,0,0,,,3.48,0.02,0.156,0.737,,,0.2,0.98,0,6,80,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006132,20106,"Oat beverage, fluid, unfortified",236,233,90.9,1.4,0.23,0.8,0.4,0.3,0,0,1.6,0,1.7,0,,,3.3,0,0,7.5,,,,,,,,,,,,10.7,10.7,,,,,,,,,,,0,,0,0,19,0,,,0.044,,1.3,0,0,7,0.179,,10.4,,27,49,0,40,,,0.08,0,0,0,0,0,0,,,,0.074,0,0,0.27,0.27,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,0,0.1,0,0.2,0,,,1.6,0.01,,,0.8,0.01,0,0,16.7,0.13,0,0,2.5,0.02,,,0.2,0,,,0.2,0,,,0.2,0,22.58,0.17,,,0,0,,,0,0,0,0,48.1,0.36,0.7,0,0,0,0.1,0,48.93,0.37,,,,,31.3,0.24,0.8,0.01,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,32.13,0.24,0,0,,,0,0,0,0,71,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F006131,20106,"Oat beverage, fluid, added calcium",236,233,90.9,1.4,0.23,0.8,0.4,0.3,0,0,1.6,0,1.7,0,,,3.3,0,0,7.5,,,,,,,,,,,,10.7,10.7,,,,,,,,,,,0,,0,0,116,0,,,0.044,,1.3,0,0,7,0.179,,10.4,,87,49,0,40,,,0.08,0,0,0,0,0,0,,,,0.074,0,0,0.27,0.27,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0,0,0,0.1,0,0.2,0,,,1.6,0.01,,,0.8,0.01,0,0,16.7,0.13,0,0,2.5,0.02,,,0.2,0,,,0.2,0,,,0.2,0,22.58,0.17,,,0,0,,,0,0,0,0,48.1,0.36,0.7,0,0,0,0.1,0,48.93,0.37,,,,,31.3,0.24,0.8,0.01,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,32.13,0.24,0,0,,,0,0,0,0,71,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F007632,20106,"Rice beverage, fluid, added calcium",268,268,91.7,0.3,0.05,1,0.4,0,0,0,0.5,0,3.4,0,,,3.9,0,0,9.4,,,,,,,,,,,,13.4,13.4,0,0,,0,0,,,0,,,68.2,,2,0,74,,,,0.011,,5.4,0.21,,10,0.091,,,,19,23,0,65,,,0.07,0,0,0,,0,0,,,,0.021,0,0,0.11,0.11,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.3,,0,,0,,0,,0.32,0,0,0,0,0,0,0,0,,,0,0,,,0,0,0,0,11.6,0.11,0,0,4.3,0.04,,,1,0.01,,,1.3,0.01,,,0,0,18.16,0.17,,,0,0,,,0,0,0,0,51.6,0.49,0,0,0,0,0,0,51.56,0.49,,,,,33.5,0.32,0.9,0.01,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,,,34.44,0.33,0,0,,,2.4,22.59,0,0,131,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
